Stage X center, Stage Y center, Stage Z center, Illumination value, Field size ratio value,
40493,23199,9335,15,70
Stage X, Stage Y, Stage Z, Image X, Image Y,15,70
40493,23199,9335,398,296
40633,23094,9335,163,480
40493,23094,9335,402,480
40353,23094,9335,639,475
40353,23199,9335,636,295
40353,23304,9335,636,115
40493,23304,9335,398,119
40633,23304,9335,158,118
40633,23199,9335,161,299
